Area,Shape Factor,ECR,Orientation,Scale Factor,Inertia Tensor XX,Inertia Tensor XY,Inertia Tensor YY,Aspect Ratio,Compactness Ratio,area-to-ellipse Ratio,Inertia Tensor/Area XX,Inertia Tensor/Area XY,Inertia Tensor/Area YY,I_Principal_Max,I_Principal_Min,I_Anisotropy,I_Area_Principal_Max,I_Area_Principal_Min,I_Area_Anisotropy
0.0013912247724574,0.9002660163138795,0.0210437781535779,0.9480148063116568,1.3794181955040552,21.492622222222227,-5.761422222222222,17.607032098765433,1.36,1.04,0.756850265335755,0.0955227654320987,-0.0256063209876543,0.078253475994513,25.629994812342936,13.469659508644723,1.902794558087664,0.1139110880548574,0.059865153371754284,1.9027945580876637
0.0051073407202216,0.8422645941030791,0.0403201815888219,1.7128230164438296,1.3607259503090818,91.3174668316048,5.939775105675708,50.62683137029588,1.2881355932203389,1.0338983050847457,0.7621777406347274,0.1105538339365675,0.0071910110238204,0.0612915634022952,92.16679186433015,49.77750633757055,1.8515751118445534,0.11158207247497588,0.060263324863886816,1.8515751118445534
0.0060162742382271,0.7967178146889812,0.0437611650669923,1.3556859261100715,1.6608411212813572,130.351843030054,-17.846722768606444,52.56941532370932,1.49743062692703,1.0349434737923946,0.7523203427614995,0.1339690061973833,-0.0183419555689685,0.0540281760778102,134.2511892170667,48.67006913669664,2.758393230139115,0.13797655623542304,0.05002062603977048,2.7583932301391116
0.0028813810842896,0.8847562962416716,0.0302848490997127,1.9800595999893182,1.3197433333243502,46.17125016117446,7.6971670135754895,31.76453793586177,1.332618025751073,1.034334763948498,0.7763597588888097,0.0990799359681855,0.0165175257802049,0.0681642444975574,49.50993935863789,28.42584873839835,1.7417224658540666,0.10624450506145464,0.06099967540428827,1.7417224658540666
0.0030606944994064,0.824280153220997,0.0312129671410682,1.500082247669032,1.6039958685518652,63.62234057749208,-2.7495520865217853,24.99926129986736,1.2525252525252526,1.0484848484848486,0.7775913389941285,0.1285299809646304,-0.0055546506798419,0.0505035581815502,63.81709735542468,24.804504521934756,2.572802746331453,0.12892342900085785,0.05011011014532273,2.572802746331451
0.0052866541353383,0.8054359340907334,0.0410218755801415,1.5033742786411943,1.907326769086044,131.63680585479293,-6.437265483396603,36.739036284668806,1.2912280701754386,1.0175438596491229,0.7717243384044189,0.1539611764383543,-0.0075289654776568,0.0429696330814839,132.07147831279525,36.30436382666648,3.6378954040722062,0.15446956527812308,0.04246124424171512,3.637895404072211
0.0034502374356944,0.908768518301004,0.033139774976046,1.1729909393356812,1.2618839157387218,53.23275972816382,-7.490544828560789,38.55457920633084,1.3440860215053765,1.0340501792114696,0.7805591860739988,0.0953992109823724,-0.0134239154633705,0.0690942279683348,56.38035186381862,35.40698707067605,1.592351016800089,0.10104005710361749,0.06345338184708971,1.5923510168000872
0.0005255738029283,0.7918375147730989,0.0129342698824213,1.7837123171954272,2.219292598940339,14.950311418685123,2.551695501730104,3.699100346020762,1.411764705882353,1.0823529411764703,0.7605479950251981,0.1758860166904132,0.0300199470791776,0.0435188276002442,15.501969644243067,3.1474421204628182,4.925259639711363,0.1823761134616831,0.037028730828974316,4.9252596397113635
0.0004019093787099,0.928694888106242,0.0113106908981439,1.5925112973622346,2.0187860017878934,10.39905325443787,0.1704142011834319,2.556213017751478,1.1076923076923078,1.0461538461538462,0.7883794845267436,0.1599854346836595,0.0026217569412835,0.0393263541192535,10.402754375561265,2.5525118966280824,4.075496921014748,0.16004237500863483,0.03926941379427819,4.075496921014748
0.0052619212504946,0.8002744207914629,0.0409258054820308,1.3310331651745393,1.6466342753553338,110.21476910415753,-16.639778183128733,46.21672160077105,1.300822561692127,1.0411280846063455,0.7663488762865773,0.1295120671024177,-0.0195532058556154,0.0543087210349836,114.28262405086505,42.14886665406353,2.7114044367749845,0.1342921551714042,0.0495286329659971,2.7114044367749823
