Area,Shape Factor,ECR,Orientation,Scale Factor,Inertia Tensor XX,Inertia Tensor XY,Inertia Tensor YY,Aspect Ratio,Compactness Ratio,area-to-ellipse Ratio,Inertia Tensor/Area XX,Inertia Tensor/Area XY,Inertia Tensor/Area YY,I_Principal_Max,I_Principal_Min,I_Anisotropy,I_Area_Principal_Max,I_Area_Principal_Min,I_Area_Anisotropy
0.0013912243236703901,0.8090646509450443,0.02104222528978963,0.8441327191641218,1.125960605907038,3.76139766977314,-2.45177933471832,3.5622510120129567,1.1145105153629618,0.909376928017845,0.698618385285847,0.0953780908750266,-0.025603523538545128,0.07817382969263807,3.937290878835197,3.2949619823534815,1.3992991715212788,0.1136661687797596,0.0598294530954506,1.3992991715212788
0.005107318516378691,0.7653322656794614,0.040309264705697644,1.3073037934870568,1.1149404869077546,5.207519241064921,2.48183028123756,4.617726405329012,1.0711964081303962,0.9051413367865021,0.7028609131053085,0.11032986267051745,0.007190949049966006,0.06125325291342948,5.216776499992065,4.600811263267904,1.3752169742338807,0.11135181702626937,0.060226908278386476,1.3752169742338807
0.006016237945086681,0.7301032477027396,0.04374720969616548,1.1119522656283396,1.2807945873863509,5.563399172752082,-3.57575106677004,4.655372124762778,1.1933371399536707,0.9058677746008731,0.6950024211293133,0.13357146945690823,-0.018340927268768605,0.05400192544309092,5.592873642719555,4.5783169479751775,1.73914205513139,0.13754247595994512,0.049999790364213696,1.739142055131389
0.0028813770972621164,0.7974933565576965,0.030280221606319817,1.4346821268397913,1.09043161036131,4.525621746087188,2.738192727814059,4.15174537034592,1.09818303042688,0.9054447408620987,0.7141017214836395,0.09891853939544279,0.01651677479666993,0.0681115685770413,4.595422598945693,4.040755330015649,1.3217836234753535,0.10604563412291484,0.06096190904462445,1.3217836234753535
0.003060689720738299,0.7515157960743949,0.031207901159751715,1.1948088392193463,1.251099234152883,4.846173612357796,-1.7361245041267013,3.9123932408105206,1.049169554323999,0.9152454043488303,0.7150742499463228,0.12817870121788563,-0.005554622116239666,0.05048211364431823,4.849229698501896,3.904578533761106,1.6739351635244084,0.12856892938516346,0.050089162532330915,1.6739351635244077
0.005286629509785748,0.7369073817789157,0.0410103790542748,1.1966334740229294,1.4014056383458071,5.573208267092656,-2.5612301934695982,4.297172196434898,1.0730913599747705,0.8937247196902224,0.7104361155568785,0.1533593240302737,-0.007528894349166803,0.042956420943908356,5.576504791147698,4.285274756622867,2.0029289872209413,0.15386177325276884,0.0424484952811858,2.0029289872209426
0.003450230590380433,0.815370331435023,0.03313371204164098,0.9985668536178215,1.0549953744193963,4.667909383126848,-2.7112148999796344,4.345390202572891,1.1050472933882949,0.9052469194872073,0.7174154538216052,0.09525509557024442,-0.013423512327762208,0.06903936962315917,4.72534654529679,4.260255713424786,1.244922393820097,0.10086892093337395,0.06341087808575976,1.2449223938200962
0.0005255737787319519,0.7262817293519398,0.012933909269061346,1.3425032881292516,1.537614944370084,3.3989959480395004,1.6662611011533885,2.0190259017140098,1.1448011702808099,0.9384239210761998,0.7015642230863222,0.17499154850665918,0.030015439924609057,0.04350510266063195,3.4351529688986417,1.8640684730695525,2.2976742118671414,0.1813799492489065,0.037020274197543585,2.2976742118671414
0.00040190936788975354,0.8300440836354599,0.011310449745986901,1.2450076321122752,1.4520054028169422,3.037165784981451,0.1695999646104405,1.6679081763145458,0.9555114450274363,0.9136356627320719,0.7235684187999238,0.15931069746380444,0.002621753937803905,0.0393162243924969,3.037519997694134,1.6665589437760469,2.1128624476678453,0.15936692253230178,0.03925932798381625,2.1128624476678453
0.005261896968946565,0.7328825283397953,0.040914389498711984,1.097231425498309,1.273443317737641,5.395598669285402,-3.505844976097621,4.526605874032042,1.0789524840054674,0.9101585929970101,0.7061749951579279,0.12915271386456156,-0.01955196011404095,0.054282059712493155,5.431840860362621,4.434495670564941,1.723005436612498,0.1338917501854444,0.049508405625022275,1.7230054366124972
