Area,Perimeter,Shape Factor,ECR,Orientation,Scale Factor,X Coordinate,Y Coordinate,Inertia Tensor XX,Inertia Tensor XY,Inertia Tensor YY,Determinant,Aspect Ratio,Compactness Ratio,area-to-ellipse Ratio,Inertia Tensor/Area XX,Inertia Tensor/Area XY,Inertia Tensor/Area YY
0.0013912247724574595,56.04163056034262,0.9002660163138795,0.021043778153577938,0.9480148063116568,1.3794181955040552,32.36,10.391111111111112,21.492622222222227,-5.761422222222222,17.607032098765433,0,1.36,1.04,0.756850265335755,0.09552276543209878,-0.025606320987654318,0.07825347599451304
0.0051073407202216065,111.01219330881975,0.8422645941030791,0.04032018158882198,-1.4287696371459635,1.3607259503090818,360.80387409200966,16.016949152542374,91.3174668316048,5.939775105675708,50.62683137029588,0,1.2881355932203389,1.0338983050847457,0.7621777406347274,0.11055383393656756,0.00719101102382047,0.06129156340229526
0.0012490106846062526,60.72792206135785,0.688310494818483,0.01993921886281794,1.521989307769202,2.961767892570083,432.84653465346537,10.311881188118813,48.47644838741301,-2.0973679051073417,5.640353886873833,0,1.1584158415841583,1.0396039603960396,0.7697235364463509,0.23998241775947032,-0.010383009431224464,0.02792254399442492
0.006016274238227147,123.88225099390857,0.7967178146889812,0.04376116506699239,1.3556859261100715,1.6608411212813572,189.83761562178827,21.233299075025695,130.351843030054,-17.846722768606444,52.56941532370932,0,1.4974306269270299,1.0349434737923946,0.7523203427614995,0.13396900619738336,-0.018341955568968595,0.0540281760778102
0.0028813810842896713,81.35533905932738,0.8847562962416716,0.030284849099712758,-1.1615330536004749,1.3197433333243502,324.931330472103,18.128755364806867,46.17125016117446,7.6971670135754895,31.76453793586177,0,1.332618025751073,1.0343347639484979,0.7763597588888097,0.09907993596818554,0.016517525780204913,0.06816424449755745
0.003060694499406411,86.8700576850888,0.824280153220997,0.03121296714106829,1.500082247669032,1.6039958685518652,465.53737373737374,17.052525252525253,63.62234057749208,-2.7495520865217853,24.99926129986736,0,1.2525252525252526,1.0484848484848486,0.7775913389941285,0.12852998096463047,-0.00555465067984199,0.05050355818155022
0.0052866541353383464,115.49747468305833,0.8054359340907334,0.04102187558014157,1.5033742786411943,1.9073267690860436,127.51812865497077,18.36374269005848,131.63680585479293,-6.437265483396603,36.739036284668806,0,1.2912280701754386,1.0175438596491229,0.7717243384044189,0.1539611764383543,-0.007528965477656845,0.042969633081483986
0.0034502374356944997,87.84062043356595,0.9087685183010041,0.03313977497604608,1.1729909393356812,1.2618839157387218,500.0448028673835,22.491039426523297,53.23275972816382,-7.490544828560789,38.55457920633084,0,1.3440860215053763,1.0340501792114696,0.7805591860739988,0.09539921098237243,-0.01342391546337059,0.06909422796833484
0.0005255738029283736,36.72792206135786,0.7918375147730989,0.012934269882421376,-1.3578803363943661,2.219292598940339,408.7294117647059,17.91764705882353,14.950311418685123,2.551695501730104,3.699100346020762,0,1.411764705882353,1.0823529411764705,0.7605479950251981,0.1758860166904132,0.030019947079177697,0.04351882760024426
0.0004019093787099327,29.65685424949238,0.9286948881062421,0.011310690898143964,-1.5490813562275583,2.0187860017878934,255.56923076923076,18.46153846153846,10.39905325443787,0.17041420118343195,2.556213017751478,0,1.1076923076923078,1.0461538461538462,0.7883794845267436,0.15998543468365956,0.0026217569412835683,0.03932635411925351
0.005261921250494658,115.59797974644667,0.8002744207914629,0.04092580548203082,1.3310331651745393,1.6466342753553338,64.81786133960047,30.654524089306697,110.21476910415751,-16.639778183128733,46.21672160077105,0,1.300822561692127,1.0411280846063455,0.7663488762865773,0.12951206710241775,-0.019553205855615433,0.05430872103498361
0.0004019093787099327,29.414213562373096,0.9440798711220234,0.011310690898143964,1.542524608322488,1.8486775372797313,92.92307692307692,21.53846153846154,9.763313609467454,-0.1952662721893491,2.8639053254437856,0,1.0153846153846153,1.0,0.7687971020755605,0.15020482476103775,-0.0030040964952207554,0.0440600819299044
0.003128709932726553,89.11269837220809,0.8007209506721288,0.03155787227599929,1.553416496618208,1.6210937818969224,433.55731225296444,28.0,66.26647815150993,-0.7134387351778655,25.233201581027668,0,1.3043478260869565,1.0434782608695652,0.7735057041780069,0.13096141927175875,-0.0014099579746598132,0.04986798731428393
0.0037161159477641474,95.39696961966999,0.8298797697483364,0.0343929708571181,1.333204445310724,1.2996692904250133,160.81031613976705,34.75873544093178,64.53639940088762,-6.162222695950458,40.58239041420152,0,1.5723793677204658,1.0282861896838602,0.7393579298097663,0.10738169617452183,-0.01025328235599078,0.06752477606356326
0.00917590027700831,155.29646455628165,0.7732512440269595,0.054044239034408914,-1.3763480277281748,1.5889795677040257,228.72911051212938,40.51078167115903,188.71368087997047,22.105569924659097,80.81996461810073,0,1.4070080862533694,1.0586253369272238,0.7633505239881834,0.1271655531536189,0.014895936606913138,0.05446089259979833
